DATE_TIME,FROZEN_CM,THAW_CM,WATER_CONTENT_CM,SNOW_COVER_CM,TERRAIN,SITE
1991-04-17,6,5,3.4,,1,скв.105
1991-04-17,2,10,1.6,,3,скв.107а
1991-04-17,1,11,0.7,,2,скв.107а
1991-04-19,1,13,0.3,,1,скв.103
1991-04-19,3,8,1.6,,1,скв.105
1991-04-19,1,4,0.2,,0,скв.105
1991-04-19,1,13,0.4,,3,скв.107а
1991-04-19,1,12,0.7,,2,скв.107а
1991-04-23,4,8,1.5,16,1,скв.103
1991-04-23,,,0,17,0,скв.103
1991-04-23,4,2,2.2,17,1,скв.105
1991-04-23,2,2,1.1,12,0,скв.105
1991-04-23,3,,0.9,11,3,скв.107а
1991-04-23,2,,2,2,2,скв.107а
1991-04-23,3,,1,2,1,скв.108
1991-04-23,,,0,14,0,скв.108
1991-12-05,4,,1.9,5,1,скв.103
1991-12-05,3,,1.8,5,0,скв.103
1991-12-05,4,,1.4,5,1,скв.105
1991-12-05,1,,0.8,6,0,скв.105
1991-12-10,9,,3.1,5,1,скв.103
1991-12-10,4,,2.4,5,0,скв.103
1991-12-10,6,,2.2,6,1,скв.105
1991-12-10,4,,2.2,5,0,скв.105
1991-12-20,8,,3,14,1,скв.103
1991-12-20,3,,1.9,16,0,скв.103
1991-12-20,7,,3.2,15,1,скв.105
1991-12-20,3,,2.3,16,0,скв.105
1991-12-31,7,,2.6,31,1,скв.103
1991-12-31,3,,1.8,37,0,скв.103
1991-12-31,8,,4.1,27,1,скв.105
1991-12-31,3,,2.2,32,0,скв.105
1992-01-05,2,,0.7,25,0,скв.103
1992-01-10,2,,1.4,32,0,скв.103
1992-01-20,3,,1.5,43,0,скв.103
1992-01-31,4,,1.7,37,0,скв.103
1992-02-10,1,,1,48,0,скв.103
1992-02-20,2,,1.4,58,0,скв.103
1992-02-29,2,,1.2,62,0,скв.103
1992-03-10,2,1,1.1,50,0,скв.103
1992-03-20,0,,0,49,0,скв.103
1992-03-31,2,1,0.3,46,0,скв.103
1992-04-05,0,,0,31,0,скв.103
1992-04-10,0,,0,31,0,скв.103
1992-04-15,0,,0,17,0,скв.103
1992-04-20,0,,0,15,0,скв.103
1992-10-15,2,,0.8,11,0,скв.103
1992-10-25,4,,1.9,,0,скв.103
1992-10-30,4,,2.3,4,0,скв.103
1992-11-05,2,1,1.1,,0,скв.103
1992-11-10,4,,2.1,14,0,скв.103
1992-11-20,2,,0.8,32,0,скв.103
1992-11-30,1,,0.6,33,0,скв.103
1992-12-10,1,,0.5,22,0,скв.103
1992-12-20,1,,0.6,17,0,скв.103
1992-12-31,6,,2.9,21,0,скв.103
1993-01-10,9,,4.1,31,0,скв.103
1993-01-20,5,,3.5,42,0,скв.103
1993-01-31,5,,2.9,56,0,скв.103
1993-02-10,4,,2.4,55,0,скв.103
1993-02-20,4,,2.7,72,0,скв.103
1993-02-28,5,,3.2,76,0,скв.103
1993-03-10,7,,4.3,69,0,скв.103
1993-03-20,7,,4.2,59,0,скв.103
1993-03-31,5,,2.6,56,0,скв.103
1993-04-10,4,,2.5,38,0,скв.103
1993-04-20,1,1,0.9,22,0,скв.103
1993-04-25,0,,0,,0,скв.103
1993-10-25,3,,1.8,1,0,скв.103
1993-10-31,4,2,2.7,,0,скв.103
1993-11-05,4,,2.3,,0,скв.103
1993-11-10,9,,5.4,,0,скв.103
1993-11-15,11,,9.2,,0,скв.103
1993-11-20,18,,13.9,,0,скв.103
1993-11-30,21,,14.5,1,0,скв.103
1993-12-09,23,,13.5,19,0,скв.103
1993-12-20,25,,16.2,35,0,скв.103
1993-12-31,25,,17,44,0,скв.103
1994-01-10,24,,16.9,52,0,скв.103
1994-01-20,24,,16.4,54,0,скв.103
1994-01-31,24,,15.4,71,0,скв.103
1994-02-10,21,,15.3,66,0,скв.103
1994-02-20,22,,15,64,0,скв.103
1994-02-28,23,,16.3,66,0,скв.103
1994-03-09,24,,17,72,0,скв.103
1994-03-20,23,,16.4,55,0,скв.103
1994-03-31,22,,14.9,66,0,скв.103
1994-04-10,21,,14.9,27,0,скв.103
1994-04-15,15,3,10.8,1,0,скв.103
1994-04-20,17,3,12.1,4,0,скв.103
1994-04-25,11,7,7.6,,0,скв.103
1994-04-30,4,15,3.1,,0,скв.103
1994-05-05,6,11,3.8,,0,скв.103
1994-05-10,1,20,0.9,,0,скв.103
1994-05-15,0,,,,0,скв.103
1994-10-20,4,,1.8,,0,скв.103
1994-10-25,1,2,0.5,,0,скв.103
1994-10-31,0,,,,0,скв.103
1994-11-05,3,,1.1,,0,скв.103
1994-11-10,6,,3.6,,0,скв.103
1994-11-15,10,,5.2,13,0,скв.103
1994-11-20,7,,4.9,3,0,скв.103
1994-11-30,7,,5,8,0,скв.103
1994-12-10,7,,3.9,7,0,скв.103
1994-12-20,12,,7.2,18,0,скв.103
1994-12-30,10,,6.9,20,0,скв.103
1995-01-10,9,,6.3,23,0,скв.103
1995-01-20,13,,8.7,23,0,скв.103
1995-01-31,13,,8.2,41,0,скв.103
1995-02-10,11,,7.5,59,0,скв.103
1995-02-20,12,,8.1,45,0,скв.103
1995-02-28,12,,7.6,45,0,скв.103
1995-03-10,12,,8.6,48,0,скв.103
1995-03-20,10,,7.3,47,0,скв.103
1995-03-31,7,,5.2,65,0,скв.103
1995-04-10,11,,7.1,53,0,скв.103
1995-04-20,9,,6.6,21,0,скв.103
1995-04-25,,,,,0,скв.103
1995-04-30,,,,,0,скв.103
1995-05-05,,,,,0,скв.103
1995-11-05,5,,1.9,10,0,скв.103
1995-11-10,5,,1.9,6,0,скв.103
1995-11-20,3,,1,27,0,скв.103
1995-11-30,2,,1.2,39,0,скв.103
1995-12-10,2,,0.6,37,0,скв.103
1995-12-20,3,,1.3,47,0,скв.103
1995-12-30,6,,3.2,53,0,скв.103
1996-01-10,4,,2,54,0,скв.103
1996-01-20,4,,2.5,49,0,скв.103
1996-01-31,7,,4.1,55,0,скв.103
1996-02-10,10,,4.6,60,0,скв.103
1996-02-20,9,,5.8,79,0,скв.103
1996-02-29,7,,4.9,75,0,скв.103
1996-03-10,8,,4.9,75,0,скв.103
1996-03-20,7,,4.7,72,0,скв.103
1996-03-31,7,,4.2,80,0,скв.103
1996-04-10,4,1,2.6,58,0,скв.103
1996-04-15,4,1,2.3,51,0,скв.103
1996-04-20,1,3,0.9,40,0,скв.103
1996-04-25,1,1,0.7,19,0,скв.103
1996-04-30,0,,,,0,скв.103
1996-11-15,2,,0.6,,0,скв.103
1996-11-25,1,,0.3,2,0,скв.103
1996-11-30,0,,,,0,скв.103
1996-12-11,2,,0.7,,0,скв.103
1996-12-15,2,,0.8,23,0,скв.103
1996-12-20,2,,1.3,31,0,скв.103
1996-12-30,6,,2.3,32,0,скв.103
1997-01-10,5,,1.8,47,0,скв.103
1997-01-20,9,,4.5,50,0,скв.103
1997-01-31,5,,2.6,59,0,скв.103
1997-02-10,5,,2.5,62,0,скв.103
1997-02-19,3,,1.2,70,0,скв.103
1997-02-28,2,1,1.5,50,0,скв.103
1997-03-10,2,1,0.6,38,0,скв.103
1997-03-20,1,,0.9,40,0,скв.103
1997-03-31,3,,2.2,48,0,скв.103
1997-04-10,3,,2.3,34,0,скв.103
1997-04-20,3,,1.8,29,0,скв.103
1997-04-25,2,1,1.6,24,0,скв.103
1997-04-30,0,,,,0,скв.103
1997-10-25,0,,,10,0,скв.103
1997-10-31,0,,,4,0,скв.103
1997-11-05,4,,2.8,1,0,скв.103
1997-11-10,1,3,0.8,,0,скв.103
1997-11-15,1,4,0.5,,0,скв.103
1997-11-20,6,,3.2,,0,скв.103
1997-11-25,6,,4,5,0,скв.103
1997-11-30,8,,4.1,15,0,скв.103
1997-12-10,5,,3.3,28,0,скв.103
1997-12-20,8,,3.4,23,0,скв.103
1997-12-31,8,,4.4,31,0,скв.103
1998-01-10,7,,2.8,37,0,скв.103
1998-01-20,6,,3.3,48,0,скв.103
1998-01-31,4,,2.1,60,0,скв.103
1998-02-10,8,,4.9,59,0,скв.103
1998-02-20,6,,3.9,59,0,скв.103
1998-02-28,4,,2.7,41,0,скв.103
1998-03-10,5,,3.4,58,0,скв.103
1998-03-20,4,,3.2,67,0,скв.103
1998-03-31,3,,2.3,62,0,скв.103
1998-04-10,3,,1.5,60,0,скв.103
1998-04-20,2,0,1.3,49,0,скв.103
1998-04-25,3,1,1.8,20,0,скв.103
1998-04-30,0,,,,0,скв.103
1998-11-05,0,,,,0,скв.103
1998-11-10,4,,1.7,4,0,скв.103
1998-11-20,10,,5.4,7,0,скв.103
1998-11-30,10,,5.2,6,0,скв.103
1998-12-10,10,,5.7,21,0,скв.103
1998-12-20,9,,5.2,8,0,скв.103
1998-12-31,15,,9,22,0,скв.103
1999-01-10,11,,7.8,32,0,скв.103
1999-01-20,12,,7.9,35,0,скв.103
1999-01-31,12,,8.2,38,0,скв.103
1999-02-10,13,,9.3,60,0,скв.103
1999-02-20,12,,8.6,56,0,скв.103
1999-02-28,13,,10.7,64,0,скв.103
1999-03-10,15,,10.4,62,0,скв.103
1999-03-20,16,,11.4,60,0,скв.103
1999-03-31,13,,7.8,43,0,скв.103
1999-04-10,10,5,7.6,25,0,скв.103
1999-04-15,9,2,7.4,11,0,скв.103
1999-04-20,1,8,1.2,,0,скв.103
1999-04-25,,,,,0,скв.103
1999-04-30,4,,1.2,,0,скв.103
1999-05-05,5,,1.7,,0,скв.103
1999-05-10,3,,1.1,,0,скв.103
1999-11-10,4,,2,,0,скв.103
1999-11-15,5,,1.7,10,0,скв.103
1999-11-20,5,,1.9,6,0,скв.103
1999-11-30,4,,1.3,,0,скв.103
1999-12-10,5,,2.8,17,0,скв.103
1999-12-20,6,,3.8,15,0,скв.103
1999-12-31,5,,3,21,0,скв.103
2000-01-10,5,,3.2,17,0,скв.103
2000-01-20,5,,3.1,30,0,скв.103
2000-01-31,7,,4.3,33,0,скв.103
2000-02-10,7,,4.1,36,0,скв.103
2000-02-20,3,,1.8,43,0,скв.103
2000-02-29,6,,3.5,35,0,скв.103
2000-03-10,3,1,2.7,44,0,скв.103
2000-03-20,5,1,3.2,47,0,скв.103
2000-03-31,5,,3.8,48,0,скв.103
2000-04-10,3,1,2,28,0,скв.103
2000-04-15,0,,,15,0,скв.103
2000-04-20,1,9,0.7,,0,скв.103
2000-04-25,,,,,0,скв.103
2000-11-25,3,,,,0,скв.103
2000-11-30,6,,,,0,скв.103
2000-12-05,1,4,,,0,скв.103
2000-12-10,0,,,,0,скв.103
2000-12-15,0,,,,0,скв.103
2000-12-20,6,,,,0,скв.103
2000-12-25,8,,,18,0,скв.103
2000-12-30,10,,,14,0,скв.103
2001-01-10,8,,,20,0,скв.103
2001-01-20,6,,,25,0,скв.103
2001-01-31,7,,,29,0,скв.103
2001-02-10,9,,,32,0,скв.103
2001-02-20,9,,,39,0,скв.103
2001-02-28,13,,,50,0,скв.103
2001-03-10,14,,,60,0,скв.103
2001-03-15,7,,,41,0,скв.103
2001-03-20,7,,,43,0,скв.103
2001-03-31,7,,,44,0,скв.103
2001-04-05,8,,,30,0,скв.103
2001-04-10,4,1,,11,0,скв.103
2001-04-16,2,5,,8,0,скв.103
2001-04-20,0,,,,0,скв.103
2001-04-25,0,,,,0,скв.103
2001-11-20,4,,,20,0,скв.103
2001-11-30,4,,,23,0,скв.103
2001-12-10,10,,,23,0,скв.103
2001-12-20,15,,,47,0,скв.103
2001-12-31,7,,,56,0,скв.103
2002-01-10,10,,,52,0,скв.103
2002-01-20,7,,,51,0,скв.103
2002-01-31,4,,,64,0,скв.103
2002-02-10,0,,,42,0,скв.103
2002-02-20,0,,,43,0,скв.103
2002-02-28,3,,,52,0,скв.103
2002-03-10,5,,,65,0,скв.103
2002-03-21,6,,,53,0,скв.103
2002-03-31,5,,,42,0,скв.103
2002-04-05,3,,,38,0,скв.103
2002-04-10,3,,,31,0,скв.103
2002-04-16,0,,,13,0,скв.103
2002-04-20,0,,,0,0,скв.103
2002-10-10,0,,,13,0,скв.103
2002-10-15,3,,,6,0,скв.103
2002-10-20,3,,,12,0,скв.103
2002-10-25,7,,,9,0,скв.103
2002-10-31,0,,,4,0,скв.103
2002-11-05,2,,,8,0,скв.103
2002-11-10,1,,,14,0,скв.103
2002-11-20,4,,,10,0,скв.103
2002-11-30,7,,,11,0,скв.103
2002-12-10,9,,,22,0,скв.103
2002-12-20,11,,,25,0,скв.103
2002-12-30,15,,,41,0,скв.103
2003-01-10,18,,,38,0,скв.103
2003-01-20,16,,,45,0,скв.103
2003-01-31,14,,,58,0,скв.103
2003-02-10,14,,,68,0,скв.103
2003-02-20,15,,,65,0,скв.103
2003-02-28,15,,,63,0,скв.103
2003-03-10,14,,,63,0,скв.103
2003-03-20,13,,,62,0,скв.103
2003-03-31,12,,,58,0,скв.103
2003-04-10,10,,,60,0,скв.103
2003-04-15,11,,,49,0,скв.103
2003-04-20,3,,,28,0,скв.103
2003-04-25,1,,,,0,скв.103
2003-04-30,0,,,,0,скв.103
2003-10-20,4,,,,0,скв.103
2003-10-25,6,,,7,0,скв.103
2003-10-31,5,,,,0,скв.103
2003-11-20,0,,,9,0,скв.103
2003-11-25,2,,,16,0,скв.103
2003-11-30,0,,,6,0,скв.103
2003-12-10,7,,,4,0,скв.103
2003-12-15,7,,,10,0,скв.103
2003-12-20,5,,,15,0,скв.103
2003-12-25,7,,,43,0,скв.103
2003-12-30,5,,,33,0,скв.103
2004-01-10,14,,,37,0,скв.103
2004-01-20,12,,,47,0,скв.103
2004-01-31,14,,,55,0,скв.103
2004-02-10,11,,,70,0,скв.103
2004-02-20,12,,,79,0,скв.103
2004-02-29,11,,,80,0,скв.103
2004-03-10,11,,,73,0,скв.103
2004-03-20,10,,,59,0,скв.103
2004-03-31,8,,,53,0,скв.103
2004-04-10,7,,,43,0,скв.103
2004-04-15,4,,,40,0,скв.103
2004-04-20,4,,,25,0,скв.103
2004-04-25,1,,,,0,скв.103
2004-11-20,5,,,,0,скв.103
2004-11-30,11,,,10,0,скв.103
2004-12-10,10,,,7,0,скв.103
2004-12-20,11,,,27,0,скв.103
2004-12-30,12,,,33,0,скв.103
2005-01-10,11,,,40,0,скв.103
2005-01-20,11,,,35,0,скв.103
2005-01-31,10,,,65,0,скв.103
2005-02-10,10,,,60,0,скв.103
2005-02-20,11,,,60,0,скв.103
2005-02-28,10,,,62,0,скв.103
2005-03-10,13,,,66,0,скв.103
2005-03-20,12,,,73,0,скв.103
2005-03-31,10,,,54,0,скв.103
2005-04-10,9,,,23,0,скв.103
2005-04-15,8,3,,11,0,скв.103
2005-04-20,7,,,,0,скв.103
2005-04-25,4,3,,,0,скв.103
2005-12-20,0,,,39,0,скв.103
2005-12-30,5,,,42,0,скв.103
2006-01-10,0,,,47,0,скв.103
2006-01-20,8,,,41,0,скв.103
2006-01-31,9,,,53,0,скв.103
2006-02-10,13,,,52,0,скв.103
2006-02-20,13,,,62,0,скв.103
2006-02-28,11,,,66,0,скв.103
2006-03-10,11,,,63,0,скв.103
2006-03-20,11,,,66,0,скв.103
2006-03-31,11,,,63,0,скв.103
2006-04-10,8,,,42,0,скв.103
2006-04-20,8,,,18,0,скв.103
2006-04-25,5,,,,0,скв.103
2006-04-30,2,,,,0,скв.103
2006-10-31,1,,,9,0,скв.103
2006-11-10,0,,,21,0,скв.103
2006-11-20,0,,,15,0,скв.103
2006-12-20,8,,,,0,скв.103
2006-12-29,11,,,1,0,скв.103
2007-01-10,9,,,,0,скв.103
2007-01-20,8,,,11,0,скв.103
2007-01-31,15,,,25,0,скв.103
2007-02-10,11,,,31,0,скв.103
2007-02-20,19,,,35,0,скв.103
2007-02-28,22,,,39,0,скв.103
2007-03-10,15,,,29,0,скв.103
2007-03-20,14,,,21,0,скв.103
2007-03-25,15,,,4,0,скв.103
2007-03-31,12,,,,0,скв.103
2007-04-05,12,,,,0,скв.103
2007-04-10,10,,,,0,скв.103
2007-04-16,9,,,,0,скв.103
2007-04-25,8,,,,0,скв.103
2007-11-10,1,,,4,0,скв.103
2007-11-20,4,,,12,0,скв.103
2007-11-30,5,,,16,0,скв.103
2007-12-10,3,,,14,0,скв.103
2007-12-20,3,,,9,0,скв.103
2007-12-31,4,,,13,0,скв.103
2008-01-10,14,,,23,0,скв.103
2008-01-20,11,,,22,0,скв.103
2008-01-31,10,,,30,0,скв.103
2008-02-10,6,,,34,0,скв.103
2008-02-20,7,,,41,0,скв.103
2008-02-29,7,,,45,0,скв.103
2008-03-10,5,,,50,0,скв.103
2008-03-20,3,,,44,0,скв.103
2008-03-31,5,,,53,0,скв.103
2008-04-10,3,,,35,0,скв.103
2008-04-20,2,,,,0,скв.103
2008-11-21,0,,,11,0,скв.103
2008-11-30,0,,,5,0,скв.103
2008-12-10,0,,,8,0,скв.103
2008-12-20,0,,,15,0,скв.103
2008-12-30,0,,,23,0,скв.103
2009-01-10,7,,,39,0,скв.103
2009-01-20,7,,,21,0,скв.103
2009-01-31,7,,,35,0,скв.103
2009-02-10,7,,,34,0,скв.103
2009-02-20,9,,,47,0,скв.103
2009-02-28,9,,,53,0,скв.103
2009-03-10,9,,,49,0,скв.103
2009-03-20,8,,,57,0,скв.103
2009-03-31,8,,,52,0,скв.103
2009-04-10,6,,,42,0,скв.103
2009-04-20,7,,,34,0,скв.103
2009-04-30,0,,,,0,скв.103
2009-11-10,7,,,1,0,скв.103
2009-12-10,6,,,,0,скв.103
2009-12-20,8,,,2,0,скв.103
2009-12-30,13,,,48,0,скв.103
2010-01-10,14,,,58,0,скв.103
2010-01-15,13,,,68,0,скв.103
2010-01-20,14,,,47,0,скв.103
2010-02-01,14,,,55,0,скв.103
2010-02-10,14,,,64,0,скв.103
2010-02-20,13,,,61,0,скв.103
2010-02-28,12,,,72,0,скв.103
2010-03-11,12,,,87,0,скв.103
2010-03-20,13,,,84,0,скв.103
2010-03-31,14,,,62,0,скв.103
2010-04-10,9,,,31,0,скв.103
2010-04-20,,,,,0,скв.103
2010-04-30,,,,,0,скв.103
2010-11-30,12,,,31,0,скв.103
2010-12-20,14,,,53,0,скв.103
2010-12-31,9,,,50,0,скв.103
2011-01-10,11,,,57,0,скв.103
2011-01-20,12,,,78,0,скв.103
2011-01-31,11,,,86,0,скв.103
2011-02-10,14,,,107,0,скв.103
2011-02-20,15,,,101,0,скв.103
2011-02-28,11,,,104,0,скв.103
2011-03-10,9,,,101,0,скв.103
2011-03-20,10,,,92,0,скв.103
2011-03-31,6,,,103,0,скв.103
2011-04-10,1,,,53,0,скв.103
2011-04-20,0,,,26,0,скв.103
2011-11-10,3,,,,0,скв.103
2011-11-20,5,,,,0,скв.103
2011-11-30,1,,,,0,скв.103
2011-12-10,0,,,14,0,скв.103
2012-01-11,4,,,15,0,скв.103
2012-01-20,8,,,35,0,скв.103
2012-01-31,11,,,33,0,скв.103
2012-02-09,12,,,38,0,скв.103
2012-02-22,12,,,53,0,скв.103
2012-02-29,18,,,64,0,скв.103
2012-03-12,16,,,58,0,скв.103
2012-03-21,12,,,63,0,скв.103
2012-04-01,8,,,60,0,скв.103
2012-04-10,7,,,63,0,скв.103
2012-04-21,2,,,34,0,скв.103
2012-11-01,0,,,15,0,скв.103
2012-11-10,1,,,,0,скв.103
2012-11-30,2,,,,0,скв.103
2012-12-10,12,,,27,0,скв.103
2012-12-20,14,,,26,0,скв.103
2012-12-31,12,,,37,0,скв.103
2013-01-11,14,,,27,0,скв.103
2013-01-20,11,,,39,0,скв.103
2013-01-31,15,,,48,0,скв.103
2013-02-10,13,,,60,0,скв.103
2013-02-20,13,,,62,0,скв.103
2013-02-28,12,,,59,0,скв.103
2013-03-10,15,,,60,0,скв.103
2013-03-20,17,,,60,0,скв.103
2013-03-31,17,,,60,0,скв.103
2013-04-10,14,,,56,0,скв.103
2013-04-20,10,,,,0,скв.103
2013-11-30,6,,,,0,скв.103
2013-12-10,15,,,20,0,скв.103
2013-12-20,15,,,,0,скв.103
2013-12-31,1,,,,0,скв.103
2014-01-21,14,,,9,0,скв.103
2014-02-01,16,,,13,0,скв.103
2014-02-11,12,,,13,0,скв.103
2014-02-21,14,,,22,0,скв.103
2014-02-26,13,,,13,0,скв.103
2014-03-01,16,,,12,0,скв.103
2014-03-06,15,,,11,0,скв.103
2014-03-11,13,,,0,0,скв.103
2014-03-21,14,,,19,0,скв.103
2014-03-31,12,,,0,0,скв.103
2014-04-11,8,,,0,0,скв.103
2014-04-21,6,,,0,0,скв.103
2014-11-20,5,,,,0,скв.103
2014-11-30,9,,,,0,скв.103
2014-12-10,4,,,,0,скв.103
2014-12-21,10,,,18,0,скв.103
2014-12-30,13,,,24,0,скв.103
2015-01-10,7,,,24,0,скв.103
2015-01-20,0,,,36,0,скв.103
2015-01-31,7,,,46,0,скв.103
2015-02-10,7,,,68,0,скв.103
2015-02-20,7,,,60,0,скв.103
2015-02-28,3,,,52,0,скв.103
2015-03-10,1,,,39,0,скв.103
2015-03-20,3,,,34,0,скв.103
2015-03-31,2,,,31,0,скв.103
2015-04-10,1,,,15,0,скв.103
2015-04-15,0,,,,0,скв.103
2015-10-31,1,,,,0,скв.103
2015-12-31,11,,,,0,скв.103
2016-01-10,15,,,7,0,скв.103
2016-01-20,16,,,22,0,скв.103
2016-02-01,18,,,14,0,скв.103
2016-02-10,18,,,22,0,скв.103
2016-02-21,16,,,38,0,скв.103
2016-02-29,17,,,55,0,скв.103
2016-03-10,14,,,36,0,скв.103
2016-03-21,9,,,33,0,скв.103
2016-03-31,13,,,26,0,скв.103
2016-04-10,6,,,,0,скв.103
2016-04-20,1,,,,0,скв.103
2016-11-10,9,,,31,0,скв.103
2016-11-21,0,,,13,0,скв.103
2016-11-30,2,,,15,0,скв.103
2016-12-10,3,,,24,0,скв.103
2016-12-20,3,,,23,0,скв.103
2016-12-30,0,,,14,0,скв.103
2017-01-10,12,,,14,0,скв.103
2017-01-20,10,,,19,0,скв.103
2017-01-31,11,,,26,0,скв.103
2017-02-10,11,,,24,0,скв.103
2017-02-20,9,,,32,0,скв.103
2017-02-28,9,,,43,0,скв.103
2017-03-10,9,,,36,0,скв.103
2017-03-20,9,,,33,0,скв.103
2017-03-31,6,,,30,0,скв.103
2017-04-10,4,,,,0,скв.103
2017-04-20,4,,,6,0,скв.103
2017-04-30,0,,,,0,скв.103
2018-01-11,0,,,35,0,скв.103
2018-01-22,2,,,41,0,скв.103
2018-01-31,1,,,43,0,скв.103
2018-02-10,2,,,62,0,скв.103
2018-02-20,2,,,59,0,скв.103
2018-03-01,2,,,58,0,скв.103
2018-03-11,6,,,59,0,скв.103
2018-03-20,4,,,49,0,скв.103
2018-03-30,3,,,57,0,скв.103
2018-04-10,1,,,33,0,скв.103
2018-04-20,0,,,,0,скв.103
2018-11-30,11,,,2,0,скв.103
2018-12-11,5,,,20,0,скв.103
2018-12-20,6,,,18,0,скв.103
2018-12-28,5,,,33,0,скв.103
2019-01-10,3,,,59,0,скв.103
2019-01-22,2,,,75,0,скв.103
2019-01-31,5,,,73,0,скв.103
2019-02-10,12,,,81,0,скв.103
2019-02-20,4,,,80,0,скв.103
2019-03-01,2,,,76,0,скв.103
2019-03-11,1,,,86,0,скв.103
2019-03-20,4,,,71,0,скв.103
2019-03-31,0,,,57,0,скв.103
2019-04-11,0,,,41,0,скв.103
2019-04-19,0,,,23,0,скв.103
2019-11-29,8,,,2,0,скв.103
2019-12-11,3,,,1,0,скв.103
2019-12-20,0,,,2,0,скв.103
2019-12-30,2,,,,0,скв.103
1992-01-05,6,,3,19,1,скв.103
1992-01-10,5,,2.3,27,1,скв.103
1992-01-20,7,,3,37,1,скв.103
1992-01-31,10,,3.5,28,1,скв.103
1992-02-10,5,,2.6,42,1,скв.103
1992-02-20,5,,3,55,1,скв.103
1992-02-29,5,,3.6,59,1,скв.103
1992-03-10,5,,2.7,48,1,скв.103
1992-03-20,2,1,1.6,45,1,скв.103
1992-03-31,3,,1.1,41,1,скв.103
1992-04-05,2,1,1.1,27,1,скв.103
1992-04-10,1,0.5,0.4,27,1,скв.103
1992-04-15,2,1,0.9,15,1,скв.103
1992-04-20,1,1,0.5,13,1,скв.103
1992-10-15,4,,1.1,10,1,скв.103
1992-10-25,9,,3.2,,1,скв.103
1992-10-30,8,,3.8,4,1,скв.103
1992-11-05,5,3,1.8,,1,скв.103
1992-11-10,8,,3.3,12,1,скв.103
1992-11-20,4,,1.7,29,1,скв.103
1992-11-30,6,,2.1,30,1,скв.103
1992-12-10,2,1,0.7,19,1,скв.103
1992-12-20,3,,1.1,17,1,скв.103
1992-12-31,7,,3.5,20,1,скв.103
1993-01-10,10,,4.7,29,1,скв.103
1993-01-20,10,,5,40,1,скв.103
1993-01-31,6,,3.4,55,1,скв.103
1993-02-10,6,,3.1,54,1,скв.103
1993-02-20,5,,3.4,70,1,скв.103
1993-02-28,6,,3.1,73,1,скв.103
1993-03-10,11,,6.2,65,1,скв.103
1993-03-20,10,,6.1,53,1,скв.103
1993-03-31,5,,2.4,55,1,скв.103
1993-04-10,5,,3.4,37,1,скв.103
1993-04-20,3,3,2.2,19,1,скв.103
1993-04-25,2,8,1.4,,1,скв.103
1993-10-25,8,,3.1,1,1,скв.103
1993-10-31,5,2,2.8,,1,скв.103
1993-11-05,10,,3.5,,1,скв.103
1993-11-10,14,,7.6,,1,скв.103
1993-11-15,19,,9.7,,1,скв.103
1993-11-20,24,,12.7,,1,скв.103
1993-11-30,30,,16.8,1,1,скв.103
1993-12-09,29,,16.9,16,1,скв.103
1993-12-20,27,,16.5,35,1,скв.103
1993-12-31,29,,17.8,42,1,скв.103
1994-01-10,29,,16.9,48,1,скв.103
1994-01-20,29,,17.3,51,1,скв.103
1994-01-31,28,,17,65,1,скв.103
1994-02-10,24,,15.5,63,1,скв.103
1994-02-20,25,,15.2,62,1,скв.103
1994-02-28,25,,16.1,64,1,скв.103
1994-03-09,26,,16.5,69,1,скв.103
1994-03-20,26,,15.2,51,1,скв.103
1994-03-31,22,,12.5,59,1,скв.103
1994-04-10,19,,13.9,24,1,скв.103
1994-04-15,19,4,13.3,1,1,скв.103
1994-04-20,15,7,10.6,4,1,скв.103
1994-04-25,13,9,9,,1,скв.103
1994-04-30,10,11,7,,1,скв.103
1994-05-05,14,9,8.9,,1,скв.103
1994-05-10,5,15,3.2,,1,скв.103
1994-05-15,1,19,0.5,,1,скв.103
1994-10-20,8,,3.2,,1,скв.103
1994-10-25,5,3,1.7,,1,скв.103
1994-10-31,0,,,,1,скв.103
1994-11-05,7,,2.4,,1,скв.103
1994-11-10,12,,4.7,,1,скв.103
1994-11-15,15,,6.2,11,1,скв.103
1994-11-20,14,,5.7,3,1,скв.103
1994-11-30,13,,5.6,6,1,скв.103
1994-12-10,11,,5.3,6,1,скв.103
1994-12-20,16,,7.9,16,1,скв.103
1994-12-30,14,,7.9,17,1,скв.103
1995-01-10,14,,7.8,20,1,скв.103
1995-01-20,18,,9.7,19,1,скв.103
1995-01-31,21,,11.1,36,1,скв.103
1995-02-10,15,,8.5,57,1,скв.103
1995-02-20,15,,7.9,40,1,скв.103
1995-02-28,14,,7.3,41,1,скв.103
1995-03-10,17,,10.4,41,1,скв.103
1995-03-20,17,,9.6,42,1,скв.103
1995-03-31,12,,6.9,61,1,скв.103
1995-04-10,11,,5.7,46,1,скв.103
1995-04-20,11,,7.6,17,1,скв.103
1995-04-25,5,8,3.8,,1,скв.103
1995-04-30,4,8,2.7,,1,скв.103
1995-05-05,4,11,2.9,,1,скв.103
1995-11-05,6,,2.1,11,1,скв.103
1995-11-10,6,,2.1,5,1,скв.103
1995-11-20,6,,2.1,24,1,скв.103
1995-11-30,3,,1.6,34,1,скв.103
1995-12-10,4,,1.6,33,1,скв.103
1995-12-20,4,,1.7,43,1,скв.103
1995-12-30,7,,3.1,49,1,скв.103
